Geography ID,Transportation Burden Pct Income,Energy Burden Pct Income
G01055000900,0.028711362,0.0782
G01133965501,0.051815499,0.055
G01069040800,0.033488043,0.0349
G01013952800,0.032602765,0.0408
G01001020100,0.034804473,0.0286
G01099076000,0.040855015,0.0487
G01007010003,0.04447381,0.0495
G01079979200,0.034820865,0.0529
G01043964100,0.050333778,0.0593
G01073010803,0.028159997,0.0239
G01009050102,0.031872611,0.0356999999999999
G01073011110,0.030937713,0.0351
G01003010904,0.035865125,0.0291
G01003011601,0.033721608,0.03
G01089001302,0.031621572,0.0329
G01021060700,0.036597545,0.047
G01073002400,0.033470831,0.0484
G01031010900,0.03811688,0.0412
G01001020700,0.040059724,0.0387
G01121010900,0.021732151,0.0467
G01055010501,0.030240227,0.0331
G01015000400,0.02815541,0.08
G01125011600,0.031611089,0.0453
G01115040204,0.028100968,0.0375
G01075030100,0.034183661,0.0559
G01003010100,0.044893827,0.0416
G01127020900,0.044652849,0.0457
G01089010401,0.038098247,0.0338
G01009050400,0.04530308,0.0504999999999999
G01101005410,0.04801247,0.0405
G01025957602,0.034928668,0.0408
G01095030401,0.028718028,0.0315
G01109188700,0.034185815,0.0458
G01015000300,0.030695716,0.0741
G01033020703,0.025350474,0.0323
G01009050300,0.037022831,0.0573
G01095030201,0.047018746,0.0461
G01001021100,0.030434325,0.0713
G01081041700,0.042465809,0.0266
G01003010200,0.039530643,0.0334
G01117030703,0.033998925,0.0373
G01097001002,0.023895072,0.038
G01003011300,0.024414239,0.0233
G01055011002,0.041602268,0.0467999999999999
G01049961400,0.037865312,0.0462
G01067030100,0.038361383,0.0542
G01101002900,0.037422205,0.0487
G01003010703,0.026037867,0.0162
G01031010200,0.032966284,0.0416
G01041963700,0.044716358,0.0437
G01061050100,0.065499089,0.065
G01101002700,0.025883629,0.0245
G01033020902,0.039795824,0.0462
G01039963000,0.039371837,0.0588999999999999
G01003010300,0.034627524,0.0250999999999999
G01011952200,0.075394707,0.0605999999999999
G01039962300,0.052762724,0.0254
G01069040900,0.03397599,0.0312
G01055001000,0.032530278,0.0947
G01003010701,0.031694141,0.0204999999999999
G01097001200,0.034709734,0.0966
G01031011000,0.034819769,0.0375999999999999
G01081041100,0.02913166,0.0308
G01097003000,0.027328805,0.033
G01089000902,0.025031748,0.0288
G01003011401,0.034562011,0.0301
G01045020400,0.030491964,0.0268
G01073010302,0.028659779,0.0793
G01081042006,0.042774076,0.0385
G01015002400,0.039148552,0.0412999999999999
G01073012906,0.016974779,0.0199
G01089010622,0.029480693,0.0232
G01009050200,0.042089761,0.0429
G01013953000,0.04562426,0.0559
G01125011200,0.016737351,0.032
G01007010004,0.0306927,0.0647
G01073011400,0.041443816,0.0395
G01125012405,0.036684882,0.0591
G01039962400,0.03127084,0.0381
G01005950400,0.037868537,0.0446
G01055010700,0.042830682,0.043
G01127021300,0.04997679,0.0521999999999999
G01073010702,0.033077344,0.0168
G01095030500,0.030523945,0.0334
G01015000700,0.034126432,0.0530999999999999
G01073000100,0.030751003,0.0696
G01085781000,0.031523272,0.0666
G01097003301,0.030395847,0.0318
G01101002100,0.036838866,0.0446
G01039962700,0.042796173,0.0562999999999999
G01009050601,0.038683565,0.0406
G01037961200,0.030391917,0.0582
G01089011300,0.033094088,0.0216
G01089002501,0.036720854,0.0448
G01045020200,0.028524048,0.039
G01073002200,0.027784768,0.0798
G01089001903,0.020142744,0.0137
G01073014408,0.030666248,0.0209
G01047956100,0.042362194,0.0426
G01015000800,0.024736676,0.0686
G01085781200,0.048819636,0.0584999999999999
G01117030406,0.034083982,0.0426
G01097003501,0.034936743,0.0260999999999999
G01125012100,0.03931003,0.0457
G01055010300,0.042319444,0.0561
G01015002502,0.041983964,0.0393
G01007010002,0.041837083,0.0511
G01097000401,0.026710379,0.1056
G01019955702,0.042023477,0.0756
G01035960200,0.0336222,0.0073
G01001021000,0.051427134,0.0499
G01065040200,0.031168131,0.042
G01001020801,0.031348241,0.0283
G01125012403,0.030685991,0.0337
G01001020802,0.034605631,0.0306999999999999
G01089011400,0.04341154,0.0327999999999999
G01003011405,0.020622897,0.0407
G01045020000,0.03561421,0.0308999999999999
G01089011021,0.029854177,0.0174
G01003010800,0.022918107,0.0227
G01101002300,0.028686753,0.0801
G01039962800,0.032651497,0.031
G01127020400,0.035845039,0.0674
G01097001901,0.037595979,0.0499
G01015000500,0.026094864,0.1309
G01069040700,0.025472844,0.0206
G01003010903,0.047420587,0.0272
G01047956600,0.021275118,0.0784
G01025957500,0.039164619,0.0697
G01069041700,0.038790074,0.0504999999999999
G01003010906,0.039815044,0.0311
G01081041300,0.043145464,0.0342
G01059972900,0.04459566,0.0444
G01101002500,0.041780373,0.0562
G01033020802,0.044762214,0.0512
G01039962900,0.04965644,0.0239
G01097000500,0.026083738,0.119
G01015000900,0.025385711,0.0331
G01003011102,0.041280884,0.0229
G01015002300,0.051028956,0.06
G01053970200,0.032466297,0.0559
G01043964600,0.037907492,0.0325
G01093964200,0.038465426,0.0189
G01013953500,0.040255621,0.067
G01069041000,0.044915644,0.0262
G01089001700,0.017280391,0.0176
G01093964100,0.064969185,0.0621
G01005950100,0.031919268,0.0495
G01039962500,0.025371499,0.0509
G01017953900,0.034250979,0.0457
G01037961000,0.033842337,0.0699
G01005950600,0.06990351,0.0559999999999999
G01089010402,0.031208966,0.0306
G01073014301,0.024673644,0.0504999999999999
G01031011300,0.021291873,0.047
G01117030320,0.032486352,0.0274
G01093964700,0.041361902,0.0446
G01049960700,0.072312386,0.0511
G01073014102,0.035309236,0.0484
G01105687100,0.035273692,0.1003
G01089010302,0.042399362,0.0319
G01073004702,0.017735208,0.0194
G01017954400,0.025541202,0.0764
G01125010103,0.038702002,0.0394
G01081040200,0.052764172,0.0325
G01001020900,0.042419387,0.0272
G01015002102,0.026803922,0.0288
G01015001201,0.027842947,0.0554
G01017954300,0.032982006,0.0371
G01015002103,0.036284295,0.0366
G01055000700,0.040545656,0.1035
G01067030500,0.041763406,0.0318
G01015002200,0.04333588,0.0503
G01053970300,0.043015507,0.0491
G01013952700,0.033546362,0.0545
G01009050500,0.05033705,0.0457
G01101003301,0.033644091,0.0254
G01019955701,0.03329343,0.0707
G01015002600,0.044233062,0.0431
G01047957100,0.036972276,0.0944
G01019956000,0.028377704,0.0542
G01089011022,0.031257899,0.0199
G01073001500,0.031261446,0.0915
G01015002000,0.035658624,0.0347
G01017954500,0.029074308,0.0579999999999999
G01073012302,0.03350448,0.0432
G01125010303,0.036295056,0.0306999999999999
G01081040400,0.067391904,0.0316
G01005950200,0.038723676,0.0659
G01073013901,0.027124699,0.0519
G01017954600,0.033422468,0.0475999999999999
G01073012402,0.026665758,0.0578
G01007010001,0.028166775,0.0554
G01019955900,0.036744302,0.0463
G01047957200,0.034525137,0.0793
G01019956100,0.03281691,0.0738
G01021060102,0.030613733,0.0343
G01111000500,0.04277539,0.0472
G01101001200,0.037358116,0.1452
G01089003000,0.032132534,0.0615
G01021060300,0.040919446,0.0467
G01021060402,0.04840792,0.0436
G01023956700,0.031512587,0.0576999999999999
G01047956701,0.026274731,0.04
G01023956800,0.031649157,0.0467999999999999
G01005950700,0.031975403,0.0467999999999999
G01081041200,0.029024212,0.0231
G01023957000,0.038572589,0.0147
G01103005105,0.023611008,0.0289
G01069041900,0.047921903,0.0412999999999999
G01117030900,0.039956554,0.0523
G01017954000,0.032046059,0.0498
G01021060600,0.040635767,0.0469
G01043965700,0.042188949,0.0487
G01073012403,0.031100421,0.0452
G01021060500,0.051153563,0.0414
G01043965600,0.040805986,0.0861
G01047956702,0.027149374,0.0603
G01121012000,0.026826226,0.044
G01089000302,0.034661319,0.0499
G01043964300,0.036901814,0.0336
G01025958001,0.064627743,0.0537
G01015001800,0.032302829,0.0387
G01015002501,0.037249362,0.0336
G01089002801,0.023869577,0.0264
G01049960600,0.037194091,0.0438999999999999
G01005950500,0.040304518,0.0566
G01021060101,0.041702169,0.0443
G01073003802,0.025845817,0.0738
G01089001301,0.037886185,0.0441
G01025958002,0.03041398,0.0677
G01073002305,0.02231529,0.0331
G01039961600,0.038258845,0.0686
G01081040901,0.036128565,0.0272
G01041963800,0.036454949,0.0966
G01061050200,0.040855027,0.0397
G01015001500,0.032711761,0.0455
G01027958900,0.041072814,0.0409
G01101005605,0.024507411,0.0241
G01015001600,0.035748553,0.0512
G01027959000,0.04055277,0.0591
G01073003001,0.018954161,0.0712
G01117030605,0.03214844,0.0278
G01073010002,0.038520893,0.0507
G01015001202,0.034557061,0.0387
G01097003407,0.038601538,0.0371
G01055011200,0.026440053,0.0897
G01035960400,0.036510943,0.0749
G01073012803,0.020857332,0.0229
G01029959500,0.044216083,0.0528
G01073012912,0.028949977,0.0308999999999999
G01055000800,0.040884139,0.0957
G01067030600,0.049321747,0.0474
G01101003302,0.023049835,0.0308
G01063060000,0.043955712,0.0917999999999999
G01097000701,0.022720736,0.0688
G01033020100,0.031901756,0.0464
G01045021200,0.045553104,0.0556
G01035960300,0.039771468,0.0056
G01029959600,0.036500145,0.0584999999999999
G01059973500,0.042035124,0.0484999999999999
G01055010100,0.052247578,0.0668
G01101000500,0.032153538,0.0515
G01039961900,0.04710619,0.0313
G01097001800,0.028100189,0.0504
G01031010500,0.039002821,0.0462
G01073005800,0.029412955,0.0391
G01029959700,0.040412889,0.0412999999999999
G01065040100,0.045070027,0.0662
G01077011300,0.056035629,0.0542999999999999
G01073003500,0.023847575,0.0773
G01059973600,0.036515664,0.0549
G01055010200,0.034478357,0.0559
G01073012703,0.026089215,0.0155
G01031010600,0.0457672,0.0278
G01073001400,0.023417684,0.0697
G01125010406,0.022425198,0.0197
G01049961200,0.034510601,0.0218
G01073005500,0.027003261,0.098
G01089000601,0.022278269,0.0432
G01127021400,0.043485568,0.0467
G01029959800,0.035942398,0.0508
G01095031000,0.057529541,0.047
G01063060200,0.039889283,0.1141
G01097003203,0.027760724,0.0406
G01021060401,0.04638577,0.038
G01051030100,0.043071943,0.0441
G01035960600,0.050116006,0.0867
G01101005406,0.017349311,0.0182
G01011952500,0.033102629,0.0538999999999999
G01031011201,0.026463315,0.0224
G01073003900,0.024770562,0.0888
G01039962600,0.045478452,0.0647
G01033020300,0.026348892,0.0626
G01087231500,0.054335669,0.0559
G01069040302,0.036052382,0.0441999999999999
G01027959100,0.047126244,0.0453
G01027959200,0.033855764,0.0576999999999999
G01033020600,0.03216949,0.0362
G01073005104,0.033997713,0.0557
G01073014302,0.028125348,0.0242
G01097007102,0.035761289,0.0588999999999999
G01033020701,0.042052715,0.0252
G01097006502,0.038315615,0.032
G01097003706,0.021242835,0.0272
G01033020704,0.033857162,0.0302
G01003011406,0.023378341,0.0553
G01073011210,0.040934751,0.0465
G01073000800,0.023743836,0.0913
G01073012910,0.023655925,0.0199
G01073011205,0.027037411,0.0317
G01033020901,0.051618823,0.0438
G01015001700,0.025427971,0.0429
G01037961100,0.030444708,0.0519
G01089011100,0.029875343,0.0203
G01103005108,0.024224138,0.0346
G01101005402,0.03771563,0.0395999999999999
G01071950600,0.042991295,0.0499
G01073014406,0.021956046,0.0185
