id,metric,value,moe,state_id,dataset_id
210,COPD among adults >= 18,5.6,0.503571428571429,35,45
211,Cancer (excluding skin cancer) among adults >= 18,7.7,0.5875,35,45
212,Coronary heart disease among adults >= 18,4.3,0.419642857142857,35,45
213,Stroke among adults >= 18,2.6,0.377678571428571,35,45
214,Diabetes among adults >= 18,10.8,0.713392857142857,35,45
215,Current asthma among adults >= 18,8.1,0.755357142857143,35,45
216,Mental health not good for >= 14 days among adults >= 18,12.1,0.923214285714285,35,45
217,COPD among adults >= 18,6.7,0.629464285714286,37,45
218,Cancer (excluding skin cancer) among adults >= 18,9.9,0.755357142857143,37,45
219,Coronary heart disease among adults >= 18,4.7,0.503571428571429,37,45
220,Stroke among adults >= 18,3.3,0.503571428571429,37,45
221,Diabetes among adults >= 18,9.7,0.713392857142857,37,45
222,Current asthma among adults >= 18,13.1,1.04910714285714,37,45
223,Mental health not good for >= 14 days among adults >= 18,16.7,1.25892857142857,37,45
224,COPD among adults >= 18,5.4,0.629464285714286,38,45
225,Cancer (excluding skin cancer) among adults >= 18,7.5,0.629464285714286,38,45
226,Coronary heart disease among adults >= 18,4.7,0.671428571428572,38,45
227,Stroke among adults >= 18,3,0.503571428571429,38,45
228,Diabetes among adults >= 18,10.8,0.88125,38,45
229,Current asthma among adults >= 18,8.9,0.713392857142857,38,45
230,Mental health not good for >= 14 days among adults >= 18,13.7,0.923214285714286,38,45
231,COPD among adults >= 18,5.7,0.713392857142857,39,45
232,Cancer (excluding skin cancer) among adults >= 18,7.9,0.797321428571429,39,45
233,Coronary heart disease among adults >= 18,4.2,0.5875,39,45
234,Stroke among adults >= 18,3.2,0.503571428571429,39,45
235,Diabetes among adults >= 18,12.6,1.04910714285714,39,45
236,Current asthma among adults >= 18,10.4,1.00714285714286,39,45
237,Mental health not good for >= 14 days among adults >= 18,15.9,1.34285714285714,39,45
238,COPD among adults >= 18,7.2,1.00714285714286,36,45
239,Cancer (excluding skin cancer) among adults >= 18,7.7,1.09107142857143,36,45
240,Coronary heart disease among adults >= 18,3.6,0.629464285714286,36,45
